badgeHolder,badgeId,badgeSlug,badgeName,badgeDescription,badgeNumHolders,badgeType
FlorenceFinance,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
FlorenceFinance,5,welcome,Welcome,Received a like,2074,Bronze
FlorenceFinance,11,first-like,First Like,Liked a post,3385,Bronze
FlorenceFinance,14,first-link,First Link,Added a link to another topic,148,Bronze
FlorenceFinance,15,first-quote,First Quote,Quoted a post,243,Bronze
FlorenceFinance,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
FlorenceFinance,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
FlorenceFinance,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
mogie,5,welcome,Welcome,Received a like,2074,Bronze
mogie,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
mogie,11,first-like,First Like,Liked a post,3385,Bronze
mogie,12,first-share,First Share,Shared a post,542,Bronze
Midoji,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Midoji,5,welcome,Welcome,Received a like,2074,Bronze
Midoji,10,editor,Editor,First post edit,678,Bronze
Midoji,11,first-like,First Like,Liked a post,3385,Bronze
archi_finance,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
archi_finance,5,welcome,Welcome,Received a like,2074,Bronze
archi_finance,10,editor,Editor,First post edit,678,Bronze
archi_finance,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
archi_finance,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
JJuuneez,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
JJuuneez,5,welcome,Welcome,Received a like,2074,Bronze
JJuuneez,10,editor,Editor,First post edit,678,Bronze
JJuuneez,11,first-like,First Like,Liked a post,3385,Bronze
JJuuneez,12,first-share,First Share,Shared a post,542,Bronze
JJuuneez,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
JJuuneez,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
lest,5,welcome,Welcome,Received a like,2074,Bronze
lest,11,first-like,First Like,Liked a post,3385,Bronze
folektoras,5,welcome,Welcome,Received a like,2074,Bronze
Helloditmem167,5,welcome,Welcome,Received a like,2074,Bronze
Helloditmem167,11,first-like,First Like,Liked a post,3385,Bronze
Christian,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Christian,5,welcome,Welcome,Received a like,2074,Bronze
Christian,10,editor,Editor,First post edit,678,Bronze
Christian,12,first-share,First Share,Shared a post,542,Bronze
Christian,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",210,Bronze
Christian,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Christian,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
happyk21,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
happyk21,5,welcome,Welcome,Received a like,2074,Bronze
happyk21,11,first-like,First Like,Liked a post,3385,Bronze
simplepeanut,5,welcome,Welcome,Received a like,2074,Bronze
simplepeanut,10,editor,Editor,First post edit,678,Bronze
Zero0,5,welcome,Welcome,Received a like,2074,Bronze
abhinav,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
abhinav,5,welcome,Welcome,Received a like,2074,Bronze
abhinav,10,editor,Editor,First post edit,678,Bronze
abhinav,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
abhinav,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Aaron_L,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Aaron_L,5,welcome,Welcome,Received a like,2074,Bronze
Aaron_L,10,editor,Editor,First post edit,678,Bronze
Aaron_L,11,first-like,First Like,Liked a post,3385,Bronze
Konyalu42,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Konyalu42,5,welcome,Welcome,Received a like,2074,Bronze
Konyalu42,11,first-like,First Like,Liked a post,3385,Bronze
toubi,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
toubi,5,welcome,Welcome,Received a like,2074,Bronze
toubi,10,editor,Editor,First post edit,678,Bronze
gmxlover,5,welcome,Welcome,Received a like,2074,Bronze
gmxlover,11,first-like,First Like,Liked a post,3385,Bronze
GooddLifee,5,welcome,Welcome,Received a like,2074,Bronze
kris.galahad,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
kris.galahad,5,welcome,Welcome,Received a like,2074,Bronze
kris.galahad,11,first-like,First Like,Liked a post,3385,Bronze
0xbasedfhoul,5,welcome,Welcome,Received a like,2074,Bronze
0xbasedfhoul,10,editor,Editor,First post edit,678,Bronze
0xbasedfhoul,11,first-like,First Like,Liked a post,3385,Bronze
Freytipp420,5,welcome,Welcome,Received a like,2074,Bronze
Freytipp420,11,first-like,First Like,Liked a post,3385,Bronze
Defi_mochi,5,welcome,Welcome,Received a like,2074,Bronze
Defi_mochi,10,editor,Editor,First post edit,678,Bronze
RoadToMillions,5,welcome,Welcome,Received a like,2074,Bronze
RoadToMillions,11,first-like,First Like,Liked a post,3385,Bronze
Socrates,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Socrates,5,welcome,Welcome,Received a like,2074,Bronze
Socrates,11,first-like,First Like,Liked a post,3385,Bronze
Socrates,12,first-share,First Share,Shared a post,542,Bronze
Socrates,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
0xSteve,5,welcome,Welcome,Received a like,2074,Bronze
0xidm,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
0xidm,5,welcome,Welcome,Received a like,2074,Bronze
0xidm,11,first-like,First Like,Liked a post,3385,Bronze
Ebplyp,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Ebplyp,5,welcome,Welcome,Received a like,2074,Bronze
Ebplyp,12,first-share,First Share,Shared a post,542,Bronze
web3station,5,welcome,Welcome,Received a like,2074,Bronze
kevin0x00x0,5,welcome,Welcome,Received a like,2074,Bronze
yielddiaries,5,welcome,Welcome,Received a like,2074,Bronze
yielddiaries,10,editor,Editor,First post edit,678,Bronze
yielddiaries,11,first-like,First Like,Liked a post,3385,Bronze
kasperloock,5,welcome,Welcome,Received a like,2074,Bronze
kasperloock,11,first-like,First Like,Liked a post,3385,Bronze
alta1r,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
alta1r,5,welcome,Welcome,Received a like,2074,Bronze
alta1r,11,first-like,First Like,Liked a post,3385,Bronze
dd888888,5,welcome,Welcome,Received a like,2074,Bronze
dd888888,11,first-like,First Like,Liked a post,3385,Bronze
mrly8621,5,welcome,Welcome,Received a like,2074,Bronze
mrly8621,11,first-like,First Like,Liked a post,3385,Bronze
mrly8621,12,first-share,First Share,Shared a post,542,Bronze
blue,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
blue,5,welcome,Welcome,Received a like,2074,Bronze
blue,10,editor,Editor,First post edit,678,Bronze
blue,11,first-like,First Like,Liked a post,3385,Bronze
blue,12,first-share,First Share,Shared a post,542,Bronze
blue,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
blue,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
0xaustin,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
0xaustin,5,welcome,Welcome,Received a like,2074,Bronze
0xaustin,10,editor,Editor,First post edit,678,Bronze
Uba081,5,welcome,Welcome,Received a like,2074,Bronze
Uba081,11,first-like,First Like,Liked a post,3385,Bronze
Uba081,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
juliettech,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
juliettech,5,welcome,Welcome,Received a like,2074,Bronze
juliettech,10,editor,Editor,First post edit,678,Bronze
juliettech,11,first-like,First Like,Liked a post,3385,Bronze
juliettech,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
StargateGavin,5,welcome,Welcome,Received a like,2074,Bronze
bukks,5,welcome,Welcome,Received a like,2074,Bronze
bukks,11,first-like,First Like,Liked a post,3385,Bronze
bukks,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
paulofonseca,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
paulofonseca,5,welcome,Welcome,Received a like,2074,Bronze
paulofonseca,10,editor,Editor,First post edit,678,Bronze
paulofonseca,11,first-like,First Like,Liked a post,3385,Bronze
paulofonseca,12,first-share,First Share,Shared a post,542,Bronze
ARBenjoyer,5,welcome,Welcome,Received a like,2074,Bronze
hen_immunefi,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
hen_immunefi,5,welcome,Welcome,Received a like,2074,Bronze
hen_immunefi,10,editor,Editor,First post edit,678,Bronze
hen_immunefi,11,first-like,First Like,Liked a post,3385,Bronze
hen_immunefi,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
Jason_Axelar,5,welcome,Welcome,Received a like,2074,Bronze
Moons-Island-Luna,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Moons-Island-Luna,5,welcome,Welcome,Received a like,2074,Bronze
Moons-Island-Luna,10,editor,Editor,First post edit,678,Bronze
Moons-Island-Luna,11,first-like,First Like,Liked a post,3385,Bronze
Moons-Island-Luna,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
creoth,5,welcome,Welcome,Received a like,2074,Bronze
zqy258,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
zqy258,5,welcome,Welcome,Received a like,2074,Bronze
zqy258,11,first-like,First Like,Liked a post,3385,Bronze
volterm,5,welcome,Welcome,Received a like,2074,Bronze
Torque,5,welcome,Welcome,Received a like,2074,Bronze
Torque,11,first-like,First Like,Liked a post,3385,Bronze
Torque,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
CLK54,5,welcome,Welcome,Received a like,2074,Bronze
CLK54,10,editor,Editor,First post edit,678,Bronze
CLK54,43,first-reply-by-email,First Reply By Email,Replied to a post via email,12,Bronze
pfedprog,5,welcome,Welcome,Received a like,2074,Bronze
pfedprog,11,first-like,First Like,Liked a post,3385,Bronze
pfedprog,14,first-link,First Link,Added a link to another topic,148,Bronze
pfedprog,15,first-quote,First Quote,Quoted a post,243,Bronze
pfedprog,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
fairu90,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
fairu90,5,welcome,Welcome,Received a like,2074,Bronze
fairu90,11,first-like,First Like,Liked a post,3385,Bronze
fairu90,12,first-share,First Share,Shared a post,542,Bronze
0xventure,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
0xventure,5,welcome,Welcome,Received a like,2074,Bronze
0xventure,10,editor,Editor,First post edit,678,Bronze
0xventure,11,first-like,First Like,Liked a post,3385,Bronze
0xventure,12,first-share,First Share,Shared a post,542,Bronze
CryptoWes,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
CryptoWes,5,welcome,Welcome,Received a like,2074,Bronze
CryptoWes,11,first-like,First Like,Liked a post,3385,Bronze
CryptoWes,12,first-share,First Share,Shared a post,542,Bronze
CryptoWes,100,certified,Certified,Completed our new user tutorial,215,Bronze
ar1,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
ar1,5,welcome,Welcome,Received a like,2074,Bronze
ar1,10,editor,Editor,First post edit,678,Bronze
ar1,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Alexey,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Alexey,5,welcome,Welcome,Received a like,2074,Bronze
Alexey,12,first-share,First Share,Shared a post,542,Bronze
Alexey,100,certified,Certified,Completed our new user tutorial,215,Bronze
Nico186,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Nico186,5,welcome,Welcome,Received a like,2074,Bronze
Nico186,11,first-like,First Like,Liked a post,3385,Bronze
Seismology,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Seismology,5,welcome,Welcome,Received a like,2074,Bronze
Seismology,11,first-like,First Like,Liked a post,3385,Bronze
BerlinBrew,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
BerlinBrew,5,welcome,Welcome,Received a like,2074,Bronze
BerlinBrew,11,first-like,First Like,Liked a post,3385,Bronze
BerlinBrew,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
hastxd,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
hastxd,5,welcome,Welcome,Received a like,2074,Bronze
hastxd,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Ihor,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Ihor,5,welcome,Welcome,Received a like,2074,Bronze
Ihor,10,editor,Editor,First post edit,678,Bronze
Degendao33,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Degendao33,5,welcome,Welcome,Received a like,2074,Bronze
Degendao33,11,first-like,First Like,Liked a post,3385,Bronze
888,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
888,5,welcome,Welcome,Received a like,2074,Bronze
888,10,editor,Editor,First post edit,678,Bronze
404_konsilium,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
404_konsilium,5,welcome,Welcome,Received a like,2074,Bronze
jizzle450,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
jizzle450,5,welcome,Welcome,Received a like,2074,Bronze
jizzle450,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
sisyphus,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
